"","nflId","height","weight","birthDate","collegeName","officialPosition","displayName","side_of_the_ball","elo","name","snaps"
"483",47788,"6-0",237,"1998-02-17","Louisiana State","ILB","Devin White","Rusher",961,"Devin White",319
"484",47790,"6-5",262,"1997-07-13","Kentucky","OLB","Josh Allen","Rusher",1046,"Josh Allen",191
"485",47792,"6-1",287,"1997-12-12","Houston","DT","Ed Oliver","Rusher",1026,"Ed Oliver",145
"486",47793,"5-11",233,"1998-07-18","Michigan","ILB","Devin Bush","Rusher",996,"Devin Bush",142
"487",47794,"6-4",305,"1997-11-17","Alabama","T","Jonah Williams","Blocker",962,"Jonah Williams",258
"488",47795,"6-5",277,"1997-12-03","Michigan","OLB","Rashan Gary","Rusher",995,"Rashan Gary",202
"489",47796,"6-4",315,"1995-12-20","Clemson","DT","Christian Wilkins","Rusher",1024,"Christian Wilkins",158
"490",47797,"6-4",307,"1997-02-08","Boston College","G","Chris Lindstrom","Blocker",1035,"Chris Lindstrom",289
"491",47799,"6-5",250,"1998-04-23","Florida State","DE","Brian Burns","Rusher",950,"Brian Burns",225
"492",47800,"6-4",342,"1997-11-12","Clemson","DE","Dexter Lawrence","Rusher",1003,"Dexter Lawrence",177
"493",47801,"6-3",305,"1995-06-20","North Carolina State","C","Garrett Bradbury","Blocker",1055,"Garrett Bradbury",254
"494",47802,"6-4",300,"1997-07-28","Mississippi State","DT","Jeffery Simmons","Rusher",1133,"Jeffery Simmons",269
"495",47805,"6-5",315,"1995-10-03","Washington State","T","Andre Dillard","Blocker",1120,"Andre Dillard",161
"496",47806,"6-5",322,"1996-05-23","Alabama State","T","Tytus Howard","Blocker",903,"Tytus Howard",251
"497",47809,"6-6",262,"1996-09-04","Mississippi State","DE","Montez Sweat","Rusher",915,"Montez Sweat",229
"498",47811,"6-6",295,"1996-10-08","Notre Dame","DT","Jerry Tillery","Rusher",951,"Jerry Tillery",189
"499",47812,"6-2",291,"1995-09-12","Texas Christian","DE","L.J. Collier","Rusher",969,"L.J. Collier",19
"500",47814,"6-6",306,"1995-02-22","Washington","T","Kaleb McGary","Blocker",1022,"Kaleb McGary",251
"501",47818,"6-5",312,"1997-11-25","Florida","T","Jawaan Taylor","Blocker",1015,"Jawaan Taylor",264
"502",47821,"6-3",329,"1996-12-28","Oklahoma","G","Cody Ford","Blocker",991,"Cody Ford",123
"503",47824,"6-5",312,"1995-07-13","Kansas State","G","Dalton Risner","Blocker",1005,"Dalton Risner",245
"504",47826,"6-2",250,"1996-09-28","Hawaii","MLB","Jahlani Tavai","Rusher",1000,"Jahlani Tavai",5
"505",47827,"6-5",310,"1995-12-26","Mississippi State","G","Elgton Jenkins","Blocker",1021,"Elgton Jenkins",133
"506",47831,"6-4",315,"1997-08-27","Texas A&amp;M","C","Erik McCoy","Blocker",1010,"Erik McCoy",81
"507",47832,"6-3",252,"1996-01-19","Texas Christian","DE","Ben Banogu","Rusher",960,"Ben Banogu",41
"508",47838,"6-6",325,"1996-08-10","Northern Illinois","G","Max Scharping","Blocker",972,"Max Scharping",230
"509",47848,"6-4",281,"1997-08-20","Boston College","DE","Zach Allen","Rusher",952,"Zach Allen",119
"510",47854,"6-3",281,"1997-01-05","Ohio State","DE","Dre'Mont Jones","Rusher",1041,"Dre'Mont Jones",193
"511",47855,"6-2",245,"1996-05-21","North Carolina State","OLB","Germaine Pratt","Rusher",986,"Germaine Pratt",123
"512",47860,"6-3",251,"1995-04-19","Michigan","DE","Chase Winovich","Rusher",983,"Chase Winovich",46
"513",47861,"6-6",310,"1996-09-03","Wisconsin","C","Michael Deiter","Blocker",1008,"Michael Deiter",116
"514",47863,"6-1",238,"1995-06-08","Brigham Young","OLB","Sione Takitaki","Rusher",995,"Sione Takitaki",38
"515",47865,"6-3",316,"1996-09-23","North Carolina-Charlotte","G","Nate Davis","Blocker",1039,"Nate Davis",264
"516",47867,"6-0",324,"1996-08-09","Western Illinois","DT","Khalen Saunders","Rusher",954,"Khalen Saunders",63
"517",47868,"6-5",275,"1995-12-14","Louisiana Tech","OLB","Jaylon Ferguson","Rusher",989,"Jaylon Ferguson",6
"518",47871,"6-2",237,"1996-11-13","Utah","MLB","Cody Barton","Rusher",1000,"Cody Barton",20
"519",47872,"6-1",234,"1996-07-29","Stanford","MLB","Bobby Okereke","Rusher",1038,"Bobby Okereke",266
"520",47873,"6-5",308,"1997-11-03","Penn State","G","Connor McGovern","Blocker",1034,"Connor McGovern",60
"521",47874,"6-6",307,"1996-09-05","Sioux Falls","T","Trey Pipkins","Blocker",1004,"Trey Pipkins",6
"522",47875,"6-3",308,"1997-05-25","Southern California","T","Chuma Edoga","Blocker",1015,"Chuma Edoga",32
"523",47878,"6-4",250,"1996-12-07","Old Dominion","OLB","Oshane Ximines","Rusher",1066,"Oshane Ximines",95
"524",47880,"6-4",312,"1997-03-24","Oklahoma","G","Bobby Evans","Blocker",974,"Bobby Evans",2
"525",47881,"5-11",226,"1996-08-28","Murray State","OLB","Quincy Williams","Rusher",992,"Quincy Williams",145
"526",47884,"6-5",310,"1996-02-21","West Virginia","T","Yodny Cajuste","Blocker",1042,"Yodny Cajuste",34
"527",47889,"6-5",255,"1997-08-22","Eastern Michigan","DE","Maxx Crosby","Rusher",1114,"Maxx Crosby",218
"528",47890,"6-7",272,"1997-03-04","Iowa","OLB","Anthony Nelson","Rusher",994,"Anthony Nelson",62
"529",47900,"6-6",261,"1996-11-12","Clemson","OLB","Austin Bryant","Rusher",999,"Austin Bryant",57
"530",47906,"6-4",310,"1996-10-29","Oklahoma","G","Ben Powers","Blocker",1042,"Ben Powers",205
"531",47913,"6-2",234,"1995-08-15","Notre Dame","ILB","Drue Tranquill","Rusher",990,"Drue Tranquill",112
"532",47914,"6-3",316,"1996-05-09","Indiana","G","Wes Martin","Blocker",953,"Wes Martin",43
"533",47917,"6-1",312,"1996-05-06","Washington","NT","Greg Gaines","Rusher",957,"Greg Gaines",120
"534",47919,"6-6",315,"1998-01-25","Ohio State","G","Michael Jordan","Blocker",1025,"Michael Jordan",105
"535",47931,"6-0",225,"1997-05-25","Arkansas","OLB","Dre Greenlaw","Rusher",1000,"Dre Greenlaw",20
"536",47933,"6-3",288,"1996-09-26","Texas A&amp;M","DE","Kingsley Keke","Rusher",965,"Kingsley Keke",141
"537",47934,"6-4",242,"1995-07-01","Wisconsin","OLB","Andrew Van Ginkel","Rusher",997,"Andrew Van Ginkel",154
"538",47938,"6-1",240,"1998-02-14","Alabama","OLB","Mack Wilson","Rusher",999,"Mack Wilson",44
"539",47939,"6-5",248,"1996-01-15","Oregon","OLB","Justin Hollins","Rusher",999,"Justin Hollins",88
"540",47940,"6-1",235,"1996-05-10","Minnesota","ILB","Blake Cashman","Rusher",999,"Blake Cashman",18
"541",47944,"6-5",280,"1997-08-20","Texas","DE","Charles Omenihu","Rusher",1116,"Charles Omenihu",100
"542",47947,"6-4",230,"1995-06-01","Tarleton State","OLB","E.J. Speed","Rusher",997,"E.J. Speed",14
"543",47948,"6-4",275,"1996-12-20","Miami","DE","Joe Jackson","Rusher",967,"Joe Jackson",48
"544",47952,"6-6",308,"1997-03-20","Wisconsin","G","David Edwards","Blocker",1022,"David Edwards",251
"545",47956,"6-1",240,"1996-07-30","North Carolina","OLB","Cole Holcomb","Rusher",1068,"Cole Holcomb",300
"546",47971,"5-11",224,"1996-10-12","West Virginia","ILB","David Long","Rusher",974,"David Long",286
"547",47973,"6-5",295,"1996-07-22","Arkansas","NT","Armon Watts","Rusher",968,"Armon Watts",90
"548",47975,"6-3",295,"1996-08-24","Alabama","DE","Isaiah Buggs","Rusher",1056,"Isaiah Buggs",54
"549",47976,"6-5",323,"1997-02-14","Elon","T","Olisaemeka Udoh","Blocker",948,"Olisaemeka Udoh",254
"550",47985,"6-7",305,"1997-07-29","Ohio State","T","Isaiah Prince","Blocker",1005,"Isaiah Prince",5
"551",47995,"6-6",324,"1996-08-07","South Carolina","G","Dennis Daley","Blocker",918,"Dennis Daley",176
"552",48008,"6-6",253,"1997-04-04","North Carolina A&amp;T","DE","Darryl Johnson","Rusher",991,"Darryl Johnson",6
"553",48009,"6-1",240,"1995-12-31","Texas Christian","ILB","Ty Summers","Rusher",1000,"Ty Summers",10
"554",48027,"6-3",240,"1995-06-10","Idaho","OLB","Kaden Elliss","Rusher",1003,"Kaden Elliss",61
"555",48032,"6-3",284,"1996-05-05","Temple","DE","Michael Dogbe","Rusher",1022,"Michael Dogbe",55
"556",48034,"6-1",232,"1995-11-02","Texas Tech","OLB","Dakota Allen","Rusher",995,"Dakota Allen",19
"557",48085,"6-7",326,"1997-06-05","Florida","T","Fred Johnson","Blocker",1003,"Fred Johnson",3
"558",48089,"6-2",235,"1996-08-05","Nevada","OLB","Malik Reed","Rusher",898,"Malik Reed",223
"559",48094,"6-5",300,"1996-03-25","Texas","T","Calvin Anderson","Blocker",1019,"Calvin Anderson",10
"560",48117,"6-2",209,"1996-09-04","Arizona","MLB","Demetrius Flannigan-Fowles","Rusher",998,"Demetrius Flannigan-Fowles",41
"561",48123,"6-1",285,"1997-03-01","Penn State","DT","Kevin Givens","Rusher",1086,"Kevin Givens",39
"562",48145,"6-3",255,"1996-10-24","Boston College","DE","Wyatt Ray","Rusher",958,"Wyatt Ray",68
"563",48158,"6-5",314,"1995-09-08","Notre Dame","G","Alex Bars","Blocker",952,"Alex Bars",32
"564",48159,"6-2",311,"1996-08-13","Notre Dame","C","Sam Mustipher","Blocker",1027,"Sam Mustipher",248
"565",48181,"6-7",314,"1996-01-02","Virginia Tech","T","Yosuah Nijman","Blocker",1015,"Yosuah Nijman",93
"566",48198,"6-3",366,"1995-10-20","Michigan","NT","Bryan Mone","Rusher",983,"Bryan Mone",73
"567",48220,"6-4",308,"1997-08-13","California","G","Patrick Mekari","Blocker",1035,"Patrick Mekari",198
"568",48235,"6-4",300,"1997-05-02","UCLA","C","Andre James","Blocker",973,"Andre James",264
"569",48247,"6-6",255,"1997-08-11","Old Dominion","DE","Tim Ward","Rusher",1077,"Tim Ward",40
"570",48268,"6-2",228,"1997-08-04","Florida Atlantic","MLB","Azeez Al-Shaair","Rusher",976,"Azeez Al-Shaair",168
"571",48364,"6-2",230,"1996-10-09","Illinois","OLB","Del'Shawn Phillips","Rusher",998,"Del'Shawn Phillips",45
"572",48455,"6-7",299,"1995-12-19","Iowa","T","Matt Nelson","Blocker",906,"Matt Nelson",328
"573",48462,"6-4",285,"1996-08-05","Texas-San Antonio","DE","Kevin Strong","Rusher",1012,"Kevin Strong",14
"574",48473,"6-4",280,"1997-09-12","Georgia","DE","Jonathan Ledbetter","Rusher",992,"Jonathan Ledbetter",5
"575",48482,"6-0",237,"1998-06-25","Texas A&amp;M","MLB","Tyrel Dodson","Rusher",1000,"Tyrel Dodson",14
"576",48485,"6-5",310,"1996-01-11","Northwestern","G","Blake Hance","Blocker",867,"Blake Hance",124
"577",48512,"6-4",300,"1997-02-14","Penn State","C","Ryan Bates","Blocker",970,"Ryan Bates",5
"578",48513,"6-4",334,"1998-07-10","Stanford","G","Nate Herbig","Blocker",1015,"Nate Herbig",72
"579",48516,"6-1",240,"1996-08-12","Wisconsin","ILB","T.J. Edwards","Rusher",1000,"T.J. Edwards",73
"580",48520,"6-5",350,"1996-09-01","Alabama-Birmingham","DT","Anthony Rush","Rusher",996,"Anthony Rush",3
"581",48537,"6-5",261,"1996-12-18","Wyoming","DE","Carl Granderson","Rusher",1011,"Carl Granderson",99
"582",48544,"6-3",300,"1995-10-20","Tennessee","DT","Shy Tuttle","Rusher",905,"Shy Tuttle",95
"583",48554,"6-1",225,"1996-11-16","Michigan State","OLB","Andrew Dowell","Rusher",998,"Andrew Dowell",4
"584",48555,"6-3",245,"1995-08-28","Nebraska","OLB","Luke Gifford","Rusher",1000,"Luke Gifford",2
"585",48566,"6-3",279,"01/16/1996","Kansas","DE","Daniel Wise","Rusher",995,"Daniel Wise",2
"586",48599,"6-3",305,"1997-06-27","Clemson","DT","Albert Huggins","Rusher",954,"Albert Huggins",47
"587",48663,"6-4",280,"1998-02-06","Oklahoma","DE","Amani Bledsoe","Rusher",1012,"Amani Bledsoe",37
"588",48671,"6-3",250,"1995-11-15","Sam Houston State","OLB","Derick Roberson","Rusher",998,"Derick Roberson",2
"589",48685,"6-1",235,"1997-08-13","Citadel","OLB","Noah Dawkins","Rusher",1000,"Noah Dawkins",4
"590",48780,"6-3",245,"1994-09-13","Delaware","ILB","Troy Reeder","Rusher",1012,"Troy Reeder",155
"591",52410,"6-5",265,"1999-04-14","Ohio State","DE","Chase Young","Rusher",1051,"Chase Young",266
"592",52412,"6-5",326,"1999-01-22","Georgia","T","Andrew Thomas","Blocker",1056,"Andrew Thomas",166
"593",52415,"6-5",318,"1998-04-15","Auburn","DT","Derrick Brown","Rusher",970,"Derrick Brown",159
"594",52416,"6-3",225,"1998-07-26","Clemson","ILB","Isaiah Simmons","Rusher",978,"Isaiah Simmons",241
"595",52418,"6-5",320,"1999-05-17","Alabama","T","Jedrick Wills","Blocker",981,"Jedrick Wills",149
"596",52419,"6-7",355,"1999-04-18","Louisville","T","Mekhi Becton","Blocker",1045,"Mekhi Becton",27
"597",52421,"6-5",322,"1999-01-24","Iowa","T","Tristan Wirfs","Blocker",1136,"Tristan Wirfs",309
"598",52422,"6-6",310,"1997-10-03","South Carolina","DT","Javon Kinlaw","Rusher",1003,"Javon Kinlaw",70
"599",52426,"6-6",310,"1999-08-11","Southern California","T","Austin Jackson","Blocker",976,"Austin Jackson",290
"600",52428,"6-4",250,"1999-07-25","Louisiana State","OLB","K'Lavon Chaisson","Rusher",921,"K'Lavon Chaisson",87
"601",52431,"6-3",234,"1998-11-16","Oklahoma","ILB","Kenneth Murray","Rusher",991,"Kenneth Murray",65
"602",52432,"6-3",319,"1999-06-14","Michigan","G","Cesar Ruiz","Blocker",977,"Cesar Ruiz",203
"603",52435,"6-1",245,"1997-10-21","Texas Tech","OLB","Jordyn Brooks","Rusher",979,"Jordyn Brooks",216
"604",52436,"6-1",227,"1999-08-13","Louisiana State","MLB","Patrick Queen","Rusher",987,"Patrick Queen",181
"605",52446,"6-5",264,"1998-02-26","Penn State","DE","Yetur Gross-Matos","Rusher",1057,"Yetur Gross-Matos",56
"606",52447,"6-5",322,"1996-08-25","Louisiana-Lafayette","G","Robert Hunt","Blocker",1055,"Robert Hunt",309
"607",52448,"6-4",305,"1998-07-09","Texas Christian","DT","Ross Blacklock","Rusher",982,"Ross Blacklock",69
"608",52455,"6-3",279,"1998-05-11","Auburn","DT","Marlon Davidson","Rusher",983,"Marlon Davidson",58
"609",52456,"6-3",253,"1997-03-24","Tennessee","DE","Darrell Taylor","Rusher",941,"Darrell Taylor",121
"610",52462,"6-5",280,"1998-09-15","Iowa","DE","A.J. Epenesa","Rusher",951,"A.J. Epenesa",94
"611",52464,"6-7",310,NA,"Alabama","NT","Raekwon Davis","Rusher",970,"Raekwon Davis",55
"612",52466,"6-6",310,"1998-05-08","Boise State","G","Ezra Cleveland","Blocker",882,"Ezra Cleveland",254
"613",52468,"6-2",250,"1998-09-18","Michigan","OLB","Josh Uche","Rusher",1011,"Josh Uche",141
"614",52471,"6-2",235,"1998-02-15","Mississippi State","OLB","Willie Gay","Rusher",1017,"Willie Gay",50
"615",52473,"6-2",250,"1996-07-08","Wyoming","ILB","Logan Wilson","Rusher",966,"Logan Wilson",281
"616",52475,"6-5",241,"1997-12-27","Notre Dame","OLB","Julian Okwara","Rusher",1087,"Julian Okwara",79
"617",52477,"6-3",332,"1997-03-21","Louisiana State","G","Damien Lewis","Blocker",962,"Damien Lewis",188
"618",52479,"6-3",300,"1997-11-17","Texas A&amp;M","DT","Justin Madubuike","Rusher",964,"Justin Madubuike",90
"619",52480,"6-7",310,"1997-06-22","Houston","G","Josh Jones","Blocker",991,"Josh Jones",228
"620",52481,"6-4",310,"1997-02-01","Ohio State","DT","Davon Hamilton","Rusher",961,"Davon Hamilton",62
"621",52482,"6-3",235,"1996-12-30","Wisconsin","OLB","Zack Baun","Rusher",991,"Zack Baun",43
"622",52483,"6-4",305,"1997-02-05","Ohio State","G","Jonah Jackson","Blocker",937,"Jonah Jackson",328
"623",52486,"6-4",290,"1997-11-17","Temple","C","Matt Hennessy","Blocker",916,"Matt Hennessy",289
"624",52487,"6-3",264,"1997-08-14","Florida","DE","Jabari Zuniga","Rusher",1011,"Jabari Zuniga",10
"625",52491,"6-4",315,"1997-11-22","Louisiana State","C","Lloyd Cushenberry","Blocker",1094,"Lloyd Cushenberry",292
"626",52492,"6-5",252,"1998-08-25","Alabama","OLB","Terrell Lewis","Rusher",962,"Terrell Lewis",172
"627",52496,"6-4",315,"1997-11-23","Missouri","DT","Jordan Elliott","Rusher",977,"Jordan Elliott",81
"628",52498,"6-3",259,"1997-05-25","Florida","DE","Jonathan Greenard","Rusher",1043,"Jonathan Greenard",85
"629",52503,"6-3",300,"1997-09-25","Arkansas","DE","McTelvin Agim","Rusher",973,"McTelvin Agim",21
"630",52504,"6-7",328,NA,NA,"T","Lucas Niang","Blocker",1119,"Lucas Niang",232
"631",52506,"6-3",245,"1998-03-05","Ohio State","OLB","Malik Harrison","Rusher",993,"Malik Harrison",88
"632",52507,"6-7",303,"1997-06-11","Connecticut","T","Matt Peart","Blocker",983,"Matt Peart",147
"633",52510,"6-4",242,"1997-08-07","North Carolina-Charlotte","OLB","Alex Highsmith","Rusher",1029,"Alex Highsmith",154
"634",52511,"6-2",225,"1998-08-05","Colorado","OLB","Davion Taylor","Rusher",1000,"Davion Taylor",58
"635",52514,"6-5",345,"1997-01-29","Mississippi State","G","Tyre Phillips","Blocker",950,"Tyre Phillips",54
"636",52515,"6-2",215,"1997-09-21","Appalachian State","ILB","Akeem Davis-Gaither","Rusher",989,"Akeem Davis-Gaither",156
"637",52516,"6-4",295,"1999-07-26","Louisiana State","T","Saahdiq Charles","Blocker",1043,"Saahdiq Charles",39
"638",52517,"6-4",330,"1997-08-19","Clemson","G","John Simpson","Blocker",965,"John Simpson",264
"639",52519,"6-4",335,"1997-07-31","Georgia","G","Solomon Kindley","Blocker",936,"Solomon Kindley",60
"640",52522,"6-5",335,"1998-08-23","Utah","DT","Leki Fotu","Rusher",942,"Leki Fotu",72
"641",52524,"6-6",305,"1998-07-22","St. John's, Minn.","T","Ben Bartch","Blocker",1051,"Ben Bartch",128
"642",52525,"6-5",260,"1997-10-31","South Carolina","DE","D.J. Wonnum","Rusher",944,"D.J. Wonnum",187
"643",52527,"6-3",219,"1997-08-28","Fresno State","ILB","Mykal Walker","Rusher",1024,"Mykal Walker",18
"644",52534,"6-8",315,"1996-11-20","North Carolina","T","Charlie Heck","Blocker",888,"Charlie Heck",136
"645",52538,"6-4",295,"1999-01-20","Baylor","NT","James Lynch","Rusher",1002,"James Lynch",21
"646",52539,"6-2",308,NA,"Louisiana State","NT","Rashard Lawrence","Rusher",938,"Rashard Lawrence",49
"647",52543,"6-4",321,"1996-09-18","Louisiana-Lafayette","G","Kevin Dotson","Blocker",1019,"Kevin Dotson",229
"648",52548,"6-1",235,"1997-10-28","Miami","MLB","Shaquille Quarterman","Rusher",1000,"Shaquille Quarterman",18
"649",52551,"6-4",325,"1998-02-20","Michigan","G","Ben Bredeson","Blocker",968,"Ben Bredeson",99
"650",52553,"6-5",296,"1997-04-01","Auburn","T","Jack Driscoll","Blocker",1096,"Jack Driscoll",151
"651",52554,"6-3",320,"1997-11-20","Wisconsin","C","Tyler Biadasz","Blocker",997,"Tyler Biadasz",261
"652",52555,"6-4",265,"1998-04-28","Notre Dame","DE","Khalid Kareem","Rusher",992,"Khalid Kareem",7
"653",52556,"6-4",260,"1998-06-02","Syracuse","DE","Alton Robinson","Rusher",959,"Alton Robinson",73
"654",52557,"6-4",300,"1996-06-19","Ball State","G","Danny Pinter","Blocker",1000,"Danny Pinter",2
"655",52558,"6-4",317,"1997-05-12","Oregon","G","Shane Lemieux","Blocker",1012,"Shane Lemieux",9
"656",52563,"6-4",268,"1997-06-13","Tulsa","OLB","Trevis Gipson","Rusher",1006,"Trevis Gipson",81
"657",52564,"6-3",310,"1998-07-25","San Diego State","C","Keith Ismael","Blocker",1004,"Keith Ismael",2
"658",52570,"6-0",220,"1997-12-06","Michigan","MLB","Khaleke Hudson","Rusher",1000,"Khaleke Hudson",6
"659",52578,"6-3",305,"1996-12-04","Texas Tech","DT","Broderick Washington","Rusher",977,"Broderick Washington",36
"660",52582,"6-3",291,"1997-04-24","North Carolina State","DT","Larrell Murchison","Rusher",1031,"Larrell Murchison",55
"661",52585,"6-2",255,NA,"Michigan","DE","Michael Danna","Rusher",1015,"Michael Danna",170
"662",52586,"6-3",235,"1996-08-21",NA,"ILB","Justin Strnad","Rusher",969,"Justin Strnad",137
"663",52587,"6-3",265,NA,"Utah","DE","Bradlee Anae","Rusher",953,"Bradlee Anae",30
"664",52589,"6-3",307,"1999-03-27","Fresno State","G","Netane Muti","Blocker",1049,"Netane Muti",86
"665",52590,"6-3",350,"1997-12-10","Michigan","G","Michael Onwenu","Blocker",947,"Michael Onwenu",232
"666",52591,"6-5",233,"1998-04-01","Penn State","OLB","Cam Brown","Rusher",989,"Cam Brown",11
"667",52592,"6-1",333,NA,"Baylor","DT","Bravvion Roy","Rusher",1003,"Bravvion Roy",54
"668",52600,"6-5",321,"1997-08-08","Michigan","G","Jon Runyan","Blocker",1041,"Jon Runyan",198
"669",52602,"6-2",315,"1996-08-22","Nebraska","DT","Khalil Davis","Rusher",992,"Khalil Davis",4
"670",52603,"6-5",290,"1995-11-27","Wake Forest","T","Justin Herron","Blocker",836,"Justin Herron",175
"671",52604,"6-1",230,"1997-04-08","Temple","ILB","Shaun Bradley","Rusher",1000,"Shaun Bradley",17
"672",52605,"6-2",333,"1997-05-31","Utah","NT","John Penisini","Rusher",1007,"John Penisini",39
"673",52623,"6-1",240,"1997-03-07","Purdue","ILB","Markus Bailey","Rusher",1000,"Markus Bailey",20
"674",52626,"6-4",245,NA,"Minnesota","ILB","Carter Coughlin","Rusher",994,"Carter Coughlin",25
"675",52633,"6-4",250,"1997-07-22",NA,"DE","Kenny Willekes","Rusher",979,"Kenny Willekes",12
"676",52635,"6-5",315,NA,NA,"G","Lachavious Simmons","Blocker",983,"Lachavious Simmons",14
"677",52637,"6-3",265,NA,"North Carolina State","DE","James Smith-Williams","Rusher",1010,"James Smith-Williams",82
"678",52640,"6-2",320,"1996-08-22","Nebraska","DT","Carlos Davis","Rusher",987,"Carlos Davis",9
"679",52641,"6-4",247,"1996-08-22","Stanford","DE","Casey Toohill","Rusher",992,"Casey Toohill",31
"680",52642,"6-1",232,"1996-08-08","Baylor","MLB","Clay Johnston","Rusher",1000,"Clay Johnston",18
"681",52643,"6-3",285,NA,NA,"DE","Jashon Cornell","Rusher",1027,"Jashon Cornell",3
"682",52649,"6-1",230,"1997-01-20","Temple","MLB","Chapelle Russell","Rusher",1000,"Chapelle Russell",7
"683",52650,"6-4",250,"1999-07-28","Miami","OLB","Jonathan Garvin","Rusher",974,"Jonathan Garvin",114
"684",52662,"6-5",246,NA,"North Dakota State","OLB","Derrek Tuszka","Rusher",966,"Derrek Tuszka",17
"685",52663,"6-3",235,"1997-03-12","Georgia","ILB","Tae Crowder","Rusher",1012,"Tae Crowder",243
"686",52665,"6-3",290,"1998-06-09","Texas","DT","Malcolm Roach","Rusher",962,"Malcolm Roach",92
"687",52666,"6-5",318,"1996-08-16","Oregon","T","Calvin Throckmorton","Blocker",1004,"Calvin Throckmorton",155
"688",52759,"6-2",305,"1998-06-16","Wagner","DT","Chris Williams","Rusher",985,"Chris Williams",15
"689",52783,"6-7",330,"1998-05-21","Missouri","G","Yasir Durant","Blocker",970,"Yasir Durant",40
"690",52792,"6-4",255,"1998-06-25","Missouri S&amp;T","DT","Tershawn Wharton","Rusher",1009,"Tershawn Wharton",120
"691",52797,"6-2",235,"1998-02-26","Michigan State","OLB","Joe Bachie","Rusher",1000,"Joe Bachie",20
"692",52805,"6-4",275,"1996-09-27","Northwestern","DE","Joe Gaziano","Rusher",1056,"Joe Gaziano",29
"693",52829,"6-2",295,"1996-10-15","Louisiana State","NT","Breiden Fehoko","Rusher",992,"Breiden Fehoko",6
"694",52830,"6-4",270,"1998-01-30","Texas-San Antonio","DT","Eric Banks","Rusher",981,"Eric Banks",12
"695",52835,"6-4",310,"1997-10-05","Brown","DT","Michael Hoecht","Rusher",1028,"Michael Hoecht",63
"696",52846,"6-5",275,"1995-08-17","Weber State","DE","Jonah Williams","Rusher",960,"Jonah Williams",54
"697",52863,"6-1",235,"1998-04-02","UCLA","ILB","Krys Barnes","Rusher",996,"Krys Barnes",74
"698",52886,"6-3",225,"1997-02-14","Baylor","OLB","Blake Lynch","Rusher",999,"Blake Lynch",18
"699",52887,"6-3",296,"1996-06-14","Boise State","DT","David Moa","Rusher",992,"David Moa",5
"700",52894,"6-4",315,"1998-03-23","Missouri","C","Trystan Colon","Blocker",1025,"Trystan Colon",29
"701",52932,"6-3",260,"1998-01-18","North Texas","OLB","Ladarius Hamilton","Rusher",1027,"Ladarius Hamilton",22
"702",52938,"6-6",310,"1997-06-04","Texas Tech","T","Terence Steele","Blocker",950,"Terence Steele",208
"703",52971,"6-3",255,NA,NA,"OLB","Jamir Jones","Rusher",1031,"Jamir Jones",46
"704",52979,"6-3",275,"1997-06-12","Mississippi State","OLB","Chauncey Rivers","Rusher",1027,"Chauncey Rivers",26
"705",53039,"6-4",235,NA,NA,"DE","Azur Kamara","Rusher",979,"Azur Kamara",13
"706",53053,"6-3",255,"1998-04-17","Memphis","DE","Bryce Huff","Rusher",1077,"Bryce Huff",140
"707",53059,"6-3",239,"1998-05-24","Iowa","MLB","Kristian Welch","Rusher",1000,"Kristian Welch",1
"708",53063,"6-3",270,"1997-10-28","Texas State","C","Aaron Brewer","Blocker",937,"Aaron Brewer",45
"709",53073,"6-3",290,"1997-02-28","Florida International","DT","Teair Tart","Rusher",958,"Teair Tart",92
"710",53315,"6-4",245,NA,NA,"OLB","Aaron Patrick","Rusher",1000,"Aaron Patrick",1
"711",53436,"6-6",325,NA,NA,"T","Penei Sewell","Blocker",1006,"Penei Sewell",326
"712",53441,"6-3",245,NA,NA,"OLB","Micah Parsons","Rusher",1016,"Micah Parsons",222
"713",53442,"6-3",305,NA,NA,"T","Rashawn Slater","Blocker",1030,"Rashawn Slater",274
"714",53443,"6-4",310,NA,NA,"G","Alijah Vera-Tucker","Blocker",1061,"Alijah Vera-Tucker",271
"715",53445,"6-4",260,NA,NA,"ILB","Zaven Collins","Rusher",1002,"Zaven Collins",79
"716",53446,"6-5",305,NA,NA,"T","Alex Leatherwood","Blocker",929,"Alex Leatherwood",243
"717",53447,"6-5",266,NA,NA,"OLB","Jaelan Phillips","Rusher",976,"Jaelan Phillips",190
"718",53448,"6-4",234,NA,NA,"MLB","Jamin Davis","Rusher",1015,"Jamin Davis",147
"719",53450,"6-3",265,NA,NA,"DE","Kwity Paye","Rusher",1079,"Kwity Paye",118
"720",53452,"6-5",314,NA,NA,"T","Christian Darrisaw","Blocker",937,"Christian Darrisaw",90
"721",53457,"6-6",270,NA,NA,"DE","Payton Turner","Rusher",1051,"Payton Turner",90
"722",53459,"6-7",253,NA,NA,"DE","Gregory Rousseau","Rusher",959,"Gregory Rousseau",113
"723",53460,"6-5",252,NA,NA,"OLB","Odafe Oweh","Rusher",973,"Odafe Oweh",185
"724",53461,"6-5",262,NA,NA,"OLB","Joe Tryon","Rusher",946,"Joe Tryon",138
"725",53466,"6-6",325,NA,NA,"G","Landon Dickerson","Blocker",1000,"Landon Dickerson",214
"726",53467,"6-5",310,NA,NA,"DT","Christian Barmore","Rusher",1073,"Christian Barmore",185
